Delivery_Distance_km,Weather_Condition,Traffic_Level,Order_Size,Delivery_Partner_Rating,Restaurant_Preparation_Time_min,Peak_Hour,Day_of_Week,Order_Value_INR,Delivery_Status
3.8,Sunny,Medium,Medium,3.4,42.4,No,Saturday,2097.48,Delayed
23.4,Sunny,High,Large,3.3,40.9,No,Sunday,2147.58,Delayed
7.7,Sunny,Medium,Medium,4.5,8.0,No,Saturday,1441.0,On Time
5.5,Sunny,High,Small,2.0,41.9,Yes,Wednesday,665.52,Delayed
23.2,Sunny,Low,Medium,4.6,35.9,No,Monday,769.56,Delayed
4.8,Sunny,High,Medium,4.3,23.6,No,Friday,2023.97,On Time
8.2,Sunny,High,Small,2.4,13.3,Yes,Saturday,1238.4,Delayed
5.3,Cloudy,Medium,Medium,4.7,37.7,Yes,Monday,1378.21,On Time
1.4,Sunny,Medium,Medium,2.4,19.8,Yes,Friday,1548.63,On Time
5.4,Sunny,High,Medium,1.5,19.4,Yes,Monday,2245.11,Delayed
11.9,Sunny,Medium,Medium,4.7,35.1,No,Saturday,759.78,On Time
13.7,Cloudy,High,Large,4.9,9.0,Yes,Friday,975.97,Delayed
5.0,Cloudy,Medium,Large,4.0,10.8,No,Sunday,2140.57,On Time
18.2,Stormy,Low,Small,1.8,18.2,Yes,Sunday,535.38,Delayed
13.9,Stormy,High,Large,2.5,17.1,Yes,Tuesday,406.1,Delayed
15.4,Sunny,Medium,Large,3.5,30.0,No,Saturday,372.9,On Time
8.7,Cloudy,Low,Small,2.6,13.4,No,Friday,2288.47,On Time
5.8,Sunny,Medium,Small,1.5,30.4,Yes,Wednesday,1515.27,On Time
20.1,Sunny,High,Small,4.1,21.8,Yes,Friday,1084.61,On Time
9.5,Cloudy,Medium,Large,3.8,8.9,Yes,Thursday,489.1,On Time
13.5,Sunny,Medium,Medium,4.1,28.5,No,Friday,2292.67,On Time
18.8,Cloudy,Medium,Large,1.6,39.1,No,Sunday,1241.93,Delayed
22.0,Cloudy,Low,Large,1.7,20.0,No,Friday,660.95,Delayed
11.8,Cloudy,Medium,Medium,1.3,11.0,No,Saturday,2333.18,Delayed
24.3,Sunny,High,Medium,2.2,27.9,Yes,Sunday,326.22,Delayed
13.7,Sunny,Medium,Large,3.8,12.3,Yes,Wednesday,389.13,Delayed
20.0,Cloudy,Low,Small,1.1,31.8,No,Sunday,1948.06,Delayed
2.9,Rainy,Medium,Medium,1.2,32.1,Yes,Tuesday,1131.99,On Time
3.2,Cloudy,High,Medium,4.1,36.2,No,Sunday,860.11,Delayed
15.7,Sunny,Medium,Large,2.5,5.2,No,Sunday,120.01,Delayed
10.2,Sunny,Medium,Small,4.2,20.2,No,Saturday,1596.34,On Time
19.3,Sunny,Medium,Large,1.3,27.9,No,Monday,996.04,Delayed
14.7,Sunny,Medium,Medium,4.2,17.1,Yes,Monday,1551.83,On Time
15.8,Stormy,Medium,Large,2.3,15.3,No,Sunday,1824.58,Delayed
5.0,Rainy,Low,Large,3.0,20.7,No,Saturday,2048.81,On Time
14.2,Sunny,Medium,Medium,1.9,9.9,No,Sunday,1423.38,On Time
14.1,Cloudy,High,Small,4.4,17.3,Yes,Thursday,802.59,On Time
18.7,Sunny,Medium,Small,4.8,15.7,No,Monday,2008.3,On Time
17.9,Sunny,Low,Small,1.0,23.4,No,Saturday,711.12,Delayed
15.9,Sunny,Medium,Medium,4.6,5.3,Yes,Friday,293.75,On Time
4.8,Stormy,Medium,Small,2.6,27.0,No,Saturday,1009.0,Delayed
24.3,Sunny,Medium,Large,2.5,38.8,No,Monday,1636.09,Delayed
15.6,Sunny,Low,Medium,1.3,33.8,No,Monday,1333.54,Delayed
4.9,Rainy,Low,Medium,4.3,19.7,No,Thursday,838.57,On Time
20.3,Sunny,Low,Small,2.9,14.2,No,Thursday,2120.62,On Time
4.4,Cloudy,Low,Small,2.4,36.9,No,Monday,743.25,On Time
7.5,Sunny,Medium,Small,4.2,8.5,Yes,Friday,803.65,On Time
14.5,Cloudy,High,Small,2.8,26.9,No,Friday,929.18,Delayed
4.7,Sunny,Medium,Medium,5.0,20.0,Yes,Wednesday,1160.13,On Time
3.1,Sunny,High,Medium,4.5,20.0,Yes,Thursday,2246.94,On Time
17.3,Sunny,Medium,Large,1.2,42.4,No,Sunday,1873.24,On Time
2.0,Sunny,Medium,Medium,1.1,20.5,Yes,Tuesday,1451.85,Delayed
9.4,Cloudy,High,Medium,4.0,10.4,Yes,Wednesday,2417.05,On Time
6.9,Sunny,Medium,Small,1.8,23.2,No,Friday,892.37,On Time
23.5,Sunny,Low,Small,4.2,14.9,No,Monday,2235.23,On Time
14.9,Sunny,Low,Small,2.2,31.4,No,Saturday,830.88,On Time
2.7,Rainy,Low,Small,2.4,7.0,No,Thursday,524.22,On Time
10.8,Sunny,High,Large,2.5,33.6,No,Monday,251.71,Delayed
10.0,Sunny,Low,Medium,3.1,21.7,No,Sunday,788.93,On Time
4.5,Sunny,Medium,Small,1.5,30.5,No,Saturday,889.64,On Time
18.6,Sunny,Low,Medium,1.3,5.9,No,Monday,955.52,On Time
5.5,Sunny,Low,Medium,4.0,40.2,Yes,Saturday,1837.14,Delayed
21.4,Rainy,Low,Medium,2.7,16.5,No,Monday,493.11,Delayed
23.5,Sunny,Medium,Medium,2.4,20.7,No,Tuesday,170.39,Delayed
3.1,Sunny,Medium,Small,2.5,9.6,No,Friday,1906.02,On Time
16.9,Sunny,Medium,Medium,3.0,9.6,Yes,Saturday,130.79,On Time
16.0,Sunny,High,Large,3.1,6.2,No,Monday,465.1,Delayed
13.3,Sunny,Low,Medium,1.1,16.9,No,Monday,642.4,On Time
16.3,Sunny,Medium,Small,1.1,14.1,Yes,Sunday,2115.25,Delayed
22.7,Cloudy,Medium,Large,4.1,23.8,Yes,Wednesday,606.71,On Time
19.2,Sunny,Medium,Small,2.1,25.1,Yes,Monday,1565.16,Delayed
16.5,Sunny,Medium,Medium,1.5,15.4,No,Wednesday,468.76,On Time
11.3,Sunny,Medium,Small,4.3,27.0,Yes,Thursday,1060.07,On Time
6.8,Cloudy,Medium,Small,2.5,40.6,No,Sunday,965.13,On Time
5.9,Sunny,High,Large,1.1,42.1,Yes,Saturday,387.51,Delayed
6.2,Sunny,Medium,Medium,2.7,22.3,No,Monday,394.81,On Time
21.7,Sunny,Low,Small,1.5,9.6,Yes,Tuesday,2065.28,On Time
3.9,Rainy,Low,Large,4.5,9.6,No,Saturday,1332.73,On Time
3.8,Sunny,Low,Medium,2.6,7.5,Yes,Saturday,1641.06,On Time
1.5,Sunny,Low,Small,2.0,19.2,Yes,Sunday,818.76,On Time
18.4,Sunny,Low,Small,5.0,17.6,Yes,Saturday,1790.45,On Time
1.1,Sunny,High,Medium,1.9,34.3,No,Saturday,732.56,On Time
23.1,Stormy,High,Small,1.0,9.7,Yes,Monday,842.95,Delayed
24.3,Cloudy,Medium,Medium,5.0,7.3,No,Tuesday,2341.23,On Time
6.6,Sunny,Medium,Medium,3.0,37.4,No,Saturday,2419.06,Delayed
2.0,Cloudy,Medium,Medium,4.8,21.0,No,Friday,1558.64,On Time
24.1,Sunny,Low,Small,4.0,19.2,No,Tuesday,1923.8,On Time
6.0,Sunny,Medium,Large,4.0,38.1,No,Monday,1825.05,On Time
13.9,Rainy,Medium,Small,4.0,18.7,No,Wednesday,1825.54,On Time
16.6,Rainy,Medium,Medium,2.2,13.0,Yes,Tuesday,861.56,Delayed
15.2,Rainy,Medium,Small,2.8,12.8,No,Saturday,1595.33,Delayed
21.3,Stormy,Low,Small,2.6,17.5,Yes,Saturday,1319.93,Delayed
12.6,Cloudy,Low,Small,1.4,19.1,No,Friday,592.53,On Time
13.5,Cloudy,Medium,Large,2.1,24.5,No,Thursday,1034.99,On Time
25.0,Sunny,Low,Small,2.0,20.7,No,Saturday,1191.56,Delayed
14.5,Cloudy,Low,Small,4.1,34.2,Yes,Wednesday,2045.11,On Time
5.7,Sunny,High,Small,3.8,14.5,No,Friday,919.67,On Time
5.0,Sunny,High,Small,3.6,32.4,Yes,Saturday,1206.47,Delayed
21.8,Stormy,Medium,Medium,3.6,36.6,No,Friday,1463.75,Delayed
9.6,Cloudy,Medium,Small,3.8,38.4,No,Saturday,1755.04,On Time
23.7,Sunny,Medium,Small,1.7,35.4,Yes,Friday,317.94,Delayed
20.3,Sunny,Low,Medium,3.1,27.5,No,Thursday,573.83,Delayed
23.7,Cloudy,Low,Large,1.4,26.1,No,Monday,2270.48,Delayed
14.5,Cloudy,Low,Small,1.2,15.8,Yes,Thursday,226.95,On Time
2.0,Sunny,Medium,Small,3.8,37.2,No,Saturday,1261.39,On Time
21.4,Sunny,Low,Large,2.7,20.8,No,Wednesday,681.07,On Time
14.9,Sunny,High,Medium,4.1,9.6,Yes,Friday,2346.97,On Time
21.8,Stormy,Medium,Small,2.9,15.9,Yes,Sunday,2456.5,Delayed
7.8,Sunny,Low,Small,2.5,12.2,No,Tuesday,2303.56,On Time
21.6,Sunny,High,Small,3.7,32.7,No,Friday,187.83,On Time
5.8,Sunny,Medium,Small,1.8,34.3,No,Wednesday,1302.4,On Time
7.8,Sunny,High,Small,5.0,11.6,No,Thursday,2268.16,On Time
4.5,Sunny,Medium,Large,3.0,26.2,No,Friday,854.63,On Time
4.3,Sunny,Medium,Small,3.6,6.0,Yes,Wednesday,1337.08,On Time
3.5,Sunny,Medium,Large,1.1,33.7,Yes,Saturday,2290.91,Delayed
13.8,Cloudy,High,Large,2.9,40.6,No,Monday,875.58,Delayed
17.2,Sunny,Low,Small,3.4,26.1,Yes,Sunday,776.37,On Time
6.1,Sunny,High,Large,5.0,43.0,Yes,Sunday,2461.76,Delayed
23.0,Sunny,Medium,Medium,2.9,20.9,Yes,Monday,1150.44,Delayed
3.4,Cloudy,Low,Medium,2.6,24.4,No,Monday,1932.99,On Time
3.6,Sunny,High,Small,3.1,23.9,No,Saturday,1968.77,On Time
22.2,Cloudy,High,Medium,4.2,19.3,Yes,Wednesday,2134.88,Delayed
17.6,Sunny,Medium,Large,1.3,24.7,Yes,Sunday,511.99,Delayed
5.4,Sunny,Medium,Small,2.5,29.9,No,Wednesday,1474.67,On Time
24.7,Sunny,Low,Medium,1.6,8.2,No,Sunday,166.24,On Time
1.8,Cloudy,Medium,Small,3.6,18.3,Yes,Wednesday,2331.77,On Time
3.6,Sunny,Medium,Small,1.4,20.7,Yes,Monday,1294.59,On Time
7.8,Rainy,Medium,Medium,4.3,36.4,No,Monday,1214.28,Delayed
18.6,Cloudy,Low,Small,2.4,37.9,No,Sunday,1391.37,Delayed
18.2,Cloudy,Low,Medium,2.0,25.3,No,Sunday,1421.69,On Time
20.1,Cloudy,Low,Medium,2.2,32.9,No,Saturday,1245.9,Delayed
14.1,Rainy,Medium,Medium,1.3,22.2,No,Saturday,680.55,Delayed
15.4,Sunny,High,Medium,4.2,16.7,No,Saturday,526.33,Delayed
9.3,Cloudy,Medium,Small,3.4,30.5,No,Tuesday,960.15,On Time
10.2,Cloudy,Low,Small,2.4,30.7,No,Tuesday,2441.0,On Time
3.3,Sunny,High,Medium,1.3,33.5,No,Sunday,856.25,Delayed
3.8,Sunny,Medium,Small,1.2,16.3,Yes,Saturday,1614.83,On Time
17.7,Sunny,Medium,Small,3.4,12.0,Yes,Sunday,2245.96,Delayed
1.6,Sunny,Medium,Small,3.6,30.4,Yes,Sunday,709.16,On Time
11.9,Sunny,Medium,Small,1.7,41.1,No,Friday,512.69,Delayed
16.9,Rainy,High,Medium,3.5,13.8,No,Friday,834.43,Delayed
12.6,Sunny,Medium,Large,2.5,29.6,No,Thursday,391.5,Delayed
2.7,Sunny,Medium,Small,3.9,10.4,No,Monday,1600.87,On Time
19.4,Sunny,Medium,Small,2.8,13.3,No,Saturday,1463.65,Delayed
12.4,Rainy,Low,Small,4.9,7.5,No,Friday,542.18,On Time
8.0,Cloudy,Low,Small,2.3,34.3,Yes,Saturday,1193.86,On Time
5.1,Cloudy,Medium,Large,4.4,28.3,No,Friday,1011.82,On Time
15.7,Sunny,Low,Small,1.1,16.9,Yes,Monday,592.03,On Time
23.2,Sunny,High,Small,3.5,33.2,No,Thursday,1451.74,On Time
7.3,Sunny,Low,Medium,3.4,27.9,Yes,Sunday,716.95,On Time
22.0,Cloudy,Low,Small,2.2,22.2,Yes,Monday,1685.58,Delayed
16.9,Sunny,Low,Small,1.6,21.3,No,Saturday,1704.44,Delayed
1.4,Cloudy,Medium,Large,4.9,17.2,Yes,Sunday,1702.98,On Time
21.4,Rainy,Low,Small,1.1,18.3,No,Wednesday,1807.3,Delayed
10.5,Sunny,Medium,Small,4.3,36.1,No,Thursday,636.38,On Time
21.3,Rainy,High,Small,4.1,28.5,No,Wednesday,1554.24,Delayed
5.8,Cloudy,High,Small,4.9,9.0,No,Saturday,2125.95,On Time
13.4,Stormy,Low,Small,2.9,15.6,Yes,Saturday,2233.27,Delayed
5.9,Cloudy,Low,Small,3.4,8.7,No,Sunday,1856.35,On Time
12.7,Sunny,Medium,Medium,2.4,23.8,Yes,Saturday,225.09,Delayed
23.1,Sunny,Low,Small,4.2,30.1,Yes,Saturday,2278.19,Delayed
13.1,Rainy,Low,Small,2.4,36.6,Yes,Sunday,914.19,Delayed
24.8,Sunny,Medium,Large,4.9,42.0,Yes,Sunday,1069.64,Delayed
7.5,Sunny,Low,Small,1.6,6.0,Yes,Thursday,2266.69,On Time
15.5,Cloudy,Low,Medium,4.2,19.6,No,Sunday,748.53,On Time
24.2,Rainy,Low,Small,2.4,34.9,No,Wednesday,1423.76,Delayed
19.1,Sunny,Medium,Medium,3.4,39.3,No,Wednesday,1864.17,On Time
17.6,Sunny,Low,Medium,4.9,42.1,Yes,Friday,1107.86,On Time
18.8,Cloudy,High,Small,2.2,27.6,Yes,Saturday,131.87,Delayed
8.9,Cloudy,High,Medium,3.2,41.2,Yes,Sunday,1193.18,On Time
8.0,Sunny,Low,Small,4.8,20.4,No,Friday,2106.27,On Time
4.5,Cloudy,Medium,Large,1.6,10.6,No,Saturday,1965.72,On Time
15.5,Sunny,Low,Small,4.6,9.1,Yes,Friday,704.08,On Time
23.1,Rainy,Medium,Small,4.1,5.9,No,Tuesday,2403.02,On Time
19.4,Cloudy,Low,Large,4.9,43.8,No,Wednesday,598.86,On Time
24.7,Sunny,Medium,Medium,1.2,32.9,Yes,Tuesday,102.58,Delayed
24.8,Sunny,Low,Small,3.2,32.2,Yes,Thursday,2480.96,Delayed
11.4,Sunny,Low,Small,1.0,6.4,Yes,Tuesday,1325.95,On Time
13.4,Rainy,High,Small,3.7,15.4,No,Saturday,2283.19,Delayed
20.8,Rainy,Medium,Large,3.2,23.4,No,Sunday,1957.31,Delayed
19.4,Cloudy,Low,Medium,1.1,12.9,No,Friday,1594.25,Delayed
19.6,Sunny,Low,Small,1.4,18.3,Yes,Monday,1090.05,Delayed
14.4,Rainy,Medium,Large,1.3,36.3,Yes,Tuesday,1441.68,Delayed
15.1,Cloudy,Medium,Small,2.6,33.1,No,Saturday,1272.19,On Time
21.2,Sunny,High,Small,2.3,24.5,Yes,Saturday,1604.65,Delayed
23.6,Cloudy,High,Large,1.4,18.0,No,Friday,1648.47,Delayed
19.7,Sunny,Low,Large,3.0,8.0,Yes,Monday,1957.96,On Time
19.5,Cloudy,Medium,Medium,4.6,21.9,Yes,Saturday,1683.52,On Time
4.8,Rainy,Medium,Large,3.6,33.5,No,Tuesday,1699.24,On Time
21.5,Sunny,Medium,Small,1.9,36.3,Yes,Saturday,2318.45,Delayed
23.7,Sunny,Low,Medium,2.2,23.6,No,Thursday,688.03,On Time
7.5,Sunny,Low,Small,3.3,13.9,Yes,Friday,665.86,On Time
5.6,Cloudy,Medium,Small,2.7,16.5,No,Saturday,624.08,On Time
5.0,Sunny,Medium,Small,2.3,26.8,Yes,Monday,891.4,On Time
1.5,Rainy,Low,Large,2.5,18.4,Yes,Tuesday,1974.46,On Time
10.8,Sunny,High,Large,3.8,14.3,Yes,Sunday,357.92,Delayed
5.3,Sunny,Low,Small,1.4,10.9,Yes,Saturday,1558.51,On Time
4.1,Cloudy,Medium,Small,1.2,35.3,No,Friday,1379.6,On Time
18.5,Cloudy,Low,Medium,3.0,27.6,No,Sunday,2153.26,Delayed
19.3,Cloudy,Low,Small,3.4,5.6,No,Monday,598.96,On Time
17.8,Sunny,High,Large,2.3,5.2,Yes,Thursday,2097.21,Delayed
17.0,Stormy,Medium,Medium,2.3,27.9,No,Monday,2237.11,Delayed
13.4,Cloudy,Medium,Medium,4.4,16.1,Yes,Wednesday,1222.8,Delayed
2.5,Sunny,Medium,Small,2.0,16.2,Yes,Sunday,1358.55,Delayed
24.5,Cloudy,Medium,Small,4.2,26.6,No,Thursday,1343.48,On Time
24.7,Sunny,Medium,Large,4.6,34.0,Yes,Friday,1212.62,Delayed
22.2,Sunny,Low,Medium,1.6,21.6,Yes,Saturday,712.05,Delayed
19.3,Rainy,Low,Small,2.6,37.4,No,Tuesday,1941.89,On Time
19.4,Cloudy,High,Small,2.1,36.4,No,Friday,1625.5,Delayed
15.3,Rainy,Low,Small,4.6,29.2,No,Friday,1999.47,On Time
3.7,Sunny,Medium,Small,1.0,16.3,No,Monday,2379.36,On Time
20.7,Sunny,Low,Large,1.9,13.7,No,Monday,1057.7,On Time
17.3,Rainy,Low,Medium,2.2,14.0,No,Tuesday,478.65,Delayed
2.9,Cloudy,Medium,Large,3.3,30.8,Yes,Tuesday,2010.51,Delayed
15.6,Sunny,Medium,Large,3.8,15.5,No,Monday,1396.76,On Time
5.5,Sunny,Medium,Small,2.3,42.6,No,Sunday,1478.81,On Time
14.4,Rainy,High,Small,1.4,38.9,Yes,Sunday,668.7,Delayed
7.0,Rainy,High,Small,2.8,30.9,No,Saturday,1195.71,Delayed
16.3,Cloudy,Medium,Small,4.7,34.3,No,Monday,247.41,On Time
19.6,Cloudy,Medium,Small,3.1,7.9,No,Saturday,2094.21,Delayed
2.2,Sunny,Low,Small,4.4,22.8,No,Wednesday,772.3,On Time
2.8,Cloudy,Medium,Medium,4.5,41.4,Yes,Saturday,1198.87,On Time
24.9,Sunny,Low,Small,5.0,31.8,No,Thursday,969.78,On Time
17.4,Cloudy,Medium,Small,3.4,28.2,No,Tuesday,2362.74,Delayed
8.4,Sunny,Medium,Small,2.4,28.4,No,Friday,847.99,On Time
6.7,Sunny,High,Small,2.3,12.3,Yes,Friday,1488.13,Delayed
11.1,Cloudy,Medium,Medium,4.6,39.6,No,Wednesday,2407.42,On Time
23.7,Rainy,Low,Small,1.3,28.8,No,Saturday,453.66,Delayed
17.5,Sunny,Medium,Medium,2.2,7.2,No,Wednesday,410.88,On Time
24.8,Sunny,Low,Small,4.0,19.8,Yes,Saturday,465.7,On Time
14.2,Sunny,High,Small,2.9,16.4,No,Thursday,880.07,On Time
11.1,Rainy,Low,Small,3.2,40.9,Yes,Saturday,2024.48,On Time
5.9,Sunny,Medium,Large,1.7,36.8,Yes,Saturday,1886.38,Delayed
13.9,Sunny,Medium,Small,1.2,6.0,Yes,Saturday,243.35,On Time
16.5,Cloudy,Medium,Small,4.4,5.5,No,Saturday,274.31,On Time
13.4,Sunny,High,Large,2.3,36.5,Yes,Wednesday,954.76,Delayed
4.2,Cloudy,High,Small,2.1,17.8,Yes,Sunday,969.59,Delayed
5.0,Cloudy,Medium,Medium,4.6,19.6,Yes,Saturday,330.25,On Time
19.9,Stormy,High,Small,2.2,21.5,No,Saturday,345.83,Delayed
6.1,Sunny,Medium,Medium,4.4,41.2,Yes,Sunday,983.37,Delayed
3.5,Sunny,High,Small,1.6,38.3,Yes,Wednesday,1513.09,On Time
4.9,Cloudy,Medium,Large,4.5,29.6,No,Tuesday,1292.82,On Time
22.6,Cloudy,Medium,Small,4.8,38.3,No,Sunday,209.53,On Time
16.0,Rainy,High,Large,4.8,11.6,Yes,Tuesday,178.87,On Time
19.5,Sunny,Low,Medium,2.7,7.5,Yes,Thursday,864.29,On Time
6.5,Sunny,High,Large,1.5,24.4,Yes,Saturday,303.8,Delayed
16.1,Cloudy,Low,Small,3.0,30.9,No,Saturday,410.76,Delayed
5.7,Stormy,Low,Small,1.7,7.5,No,Sunday,2063.49,On Time
13.5,Cloudy,Low,Small,2.7,29.5,No,Monday,2362.5,On Time
2.8,Stormy,Medium,Large,1.5,39.4,Yes,Thursday,1872.37,Delayed
13.4,Rainy,Medium,Large,3.1,14.4,No,Saturday,1253.26,Delayed
6.5,Sunny,Medium,Small,1.7,14.4,Yes,Saturday,1028.77,On Time
6.3,Rainy,High,Small,2.7,26.7,No,Monday,2107.42,Delayed
12.9,Cloudy,Low,Large,1.6,39.9,No,Monday,2466.59,On Time
14.7,Sunny,Low,Large,2.4,39.0,Yes,Saturday,1523.26,Delayed
17.8,Sunny,Low,Small,4.7,36.8,Yes,Monday,2370.83,On Time
8.3,Sunny,Medium,Small,4.1,40.0,Yes,Saturday,1299.31,On Time
7.9,Sunny,High,Small,1.5,44.5,No,Tuesday,294.35,On Time
3.0,Sunny,Medium,Small,1.4,30.6,No,Monday,2006.95,Delayed
8.6,Rainy,High,Small,2.0,27.9,Yes,Sunday,2335.87,Delayed
9.3,Cloudy,Medium,Small,3.3,18.8,No,Wednesday,2303.39,On Time
12.8,Sunny,Medium,Small,1.8,18.9,Yes,Saturday,1635.52,Delayed
11.0,Sunny,Medium,Medium,3.8,26.5,No,Tuesday,441.59,On Time
17.7,Sunny,Low,Medium,2.4,41.7,Yes,Sunday,396.79,On Time
11.9,Cloudy,Medium,Large,3.9,39.5,No,Sunday,1828.72,On Time
21.2,Sunny,High,Medium,2.1,34.6,No,Thursday,393.6,Delayed
13.7,Cloudy,Low,Small,4.5,41.4,Yes,Thursday,1866.57,On Time
15.1,Sunny,Medium,Small,1.6,41.7,No,Saturday,929.54,Delayed
17.7,Cloudy,High,Small,2.8,33.6,Yes,Sunday,1124.51,Delayed
17.2,Cloudy,Medium,Small,1.2,8.5,No,Saturday,396.06,Delayed
23.4,Sunny,Low,Large,2.2,22.8,No,Tuesday,1341.13,On Time
18.8,Rainy,High,Small,2.9,37.7,Yes,Wednesday,1381.23,Delayed
23.9,Sunny,Medium,Medium,3.1,24.4,No,Monday,2063.12,On Time
9.2,Rainy,High,Small,2.1,6.1,Yes,Friday,1463.75,Delayed
24.4,Sunny,High,Medium,2.5,43.1,No,Sunday,1759.73,Delayed
15.4,Stormy,High,Small,4.0,34.0,Yes,Sunday,1327.52,Delayed
8.4,Sunny,Low,Small,4.0,39.0,Yes,Wednesday,2440.56,On Time
4.3,Stormy,Medium,Medium,4.6,34.9,Yes,Monday,1604.66,Delayed
13.4,Sunny,Low,Small,4.2,11.8,No,Monday,1783.08,On Time
24.1,Sunny,Low,Medium,3.1,36.4,No,Sunday,1119.5,Delayed
21.2,Sunny,High,Large,1.4,42.5,No,Friday,2141.92,Delayed
18.9,Sunny,Low,Small,2.5,11.3,Yes,Sunday,2040.77,Delayed
2.3,Rainy,Low,Large,3.0,8.6,Yes,Saturday,979.23,On Time
19.6,Cloudy,Medium,Large,3.9,32.3,No,Friday,2238.47,Delayed
17.5,Cloudy,Medium,Small,4.9,40.3,Yes,Friday,1459.6,Delayed
21.1,Sunny,Low,Small,1.3,22.9,No,Friday,1482.23,On Time
3.5,Rainy,Medium,Large,3.4,18.6,No,Saturday,1951.46,Delayed
10.5,Sunny,High,Medium,1.3,17.4,No,Friday,1665.99,Delayed
9.1,Sunny,Low,Small,3.7,30.1,No,Saturday,784.09,On Time
19.5,Sunny,Low,Medium,1.2,14.1,Yes,Saturday,1707.24,Delayed
19.2,Sunny,Low,Small,4.3,20.1,No,Wednesday,2260.29,On Time
13.0,Rainy,Low,Small,3.2,29.4,No,Friday,1020.33,On Time
9.7,Sunny,Medium,Small,3.0,23.8,Yes,Saturday,197.64,On Time
3.5,Cloudy,Medium,Small,1.2,45.0,Yes,Sunday,307.75,Delayed
4.6,Cloudy,Medium,Small,4.6,9.7,No,Sunday,1823.19,On Time
1.3,Sunny,High,Small,3.9,26.7,No,Thursday,1757.91,On Time
19.6,Cloudy,Low,Small,3.6,9.3,No,Wednesday,1407.2,On Time
23.1,Rainy,Medium,Large,4.0,32.1,No,Sunday,437.34,Delayed
1.8,Sunny,Medium,Small,4.1,17.2,Yes,Sunday,1884.37,On Time
20.1,Rainy,High,Large,4.2,27.2,Yes,Sunday,1315.49,Delayed
7.6,Cloudy,Medium,Large,1.2,30.4,No,Wednesday,2301.77,On Time
13.4,Cloudy,High,Large,3.5,42.0,No,Saturday,2277.45,Delayed
17.6,Sunny,Medium,Small,4.5,26.9,No,Friday,375.69,On Time
9.0,Sunny,Low,Small,2.3,31.3,No,Thursday,593.9,On Time
24.6,Cloudy,Low,Small,3.0,25.6,No,Tuesday,1056.03,Delayed
24.7,Sunny,Medium,Small,1.8,32.3,No,Monday,1568.14,On Time
17.1,Sunny,High,Large,1.3,23.9,No,Tuesday,1899.08,Delayed
24.6,Sunny,High,Medium,1.9,23.2,No,Thursday,778.68,Delayed
3.8,Cloudy,Low,Small,2.4,42.9,No,Monday,2462.75,On Time
1.3,Rainy,Low,Small,3.0,22.3,No,Saturday,971.59,On Time
21.4,Sunny,High,Small,3.1,6.9,No,Monday,1508.88,Delayed
17.6,Sunny,High,Small,1.6,5.9,Yes,Monday,1798.47,Delayed
8.5,Sunny,Medium,Medium,2.9,33.0,Yes,Wednesday,2151.55,Delayed
13.6,Sunny,Low,Medium,1.5,21.8,No,Sunday,1826.43,Delayed
10.6,Cloudy,Medium,Medium,1.7,12.6,Yes,Monday,692.82,On Time
11.9,Sunny,Low,Medium,3.2,41.7,No,Sunday,439.12,On Time
14.7,Rainy,Medium,Medium,2.7,33.1,No,Monday,1627.14,Delayed
13.4,Sunny,Low,Medium,2.3,34.1,No,Thursday,1929.43,Delayed
15.8,Sunny,Medium,Small,1.4,18.6,No,Sunday,566.62,On Time
9.0,Sunny,Medium,Small,2.7,42.6,No,Monday,472.24,On Time
14.5,Cloudy,Medium,Small,2.7,10.0,Yes,Thursday,1597.2,On Time
21.7,Sunny,Medium,Small,4.0,27.9,Yes,Sunday,1949.21,Delayed
9.7,Sunny,Medium,Small,4.8,12.1,No,Saturday,479.71,On Time
7.7,Stormy,Low,Large,2.3,16.1,No,Thursday,1671.75,On Time
12.7,Cloudy,Low,Small,1.7,39.3,Yes,Friday,818.83,Delayed
8.7,Cloudy,Medium,Small,3.5,10.3,No,Monday,537.87,On Time
22.7,Rainy,High,Large,4.5,31.2,No,Saturday,1610.72,Delayed
15.6,Sunny,High,Large,4.6,13.5,No,Sunday,690.41,Delayed
18.8,Rainy,High,Large,1.9,35.5,Yes,Monday,754.7,Delayed
1.7,Sunny,Low,Large,2.7,34.8,No,Wednesday,926.37,On Time
3.4,Cloudy,Medium,Large,1.7,26.8,Yes,Sunday,114.73,Delayed
10.7,Sunny,High,Large,2.6,10.5,No,Saturday,609.57,On Time
11.0,Cloudy,Medium,Medium,4.6,36.6,Yes,Wednesday,2151.21,On Time
2.6,Rainy,Medium,Small,2.1,16.8,No,Saturday,678.17,On Time
20.1,Stormy,Medium,Small,1.3,15.4,No,Tuesday,1540.34,Delayed
14.5,Cloudy,High,Small,1.0,27.8,Yes,Sunday,2124.46,Delayed
13.0,Sunny,Low,Small,2.8,16.9,No,Sunday,2028.25,On Time
17.2,Rainy,Medium,Small,3.8,37.6,Yes,Thursday,2423.4,Delayed
17.6,Sunny,Medium,Small,3.6,23.9,No,Sunday,1195.46,On Time
8.9,Rainy,High,Medium,3.1,11.4,No,Tuesday,971.08,Delayed
12.4,Sunny,Low,Small,2.6,34.9,Yes,Monday,2434.19,On Time
14.9,Rainy,Medium,Small,3.1,40.6,No,Thursday,1834.74,On Time
1.1,Sunny,Low,Small,5.0,12.1,Yes,Wednesday,1411.05,On Time
