Current_CGPA,Attendance_Percentage,Weekly_Self_Study_Hours,Coding_Practice_Hours_Per_Week,Previous_Semester_SPI,Internal_Assessment_Marks,Practical_Assignment_Submission,Target_Grade,Additional_Study_Hours_Required
5.07,64.4,30.9,23.1,7.58,28.5,93.9,C,0.0
5.41,54.3,53.6,21.3,9.64,15.3,79.4,O,42.8
6.29,96.8,37.9,3.8,6.32,5.6,80.9,B+,12.0
5.14,68.9,49.2,23.0,6.2,14.6,39.0,A+,41.0
8.16,78.8,38.5,32.3,8.07,23.5,48.6,A,2.1
7.13,89.6,40.4,5.6,8.11,24.8,59.3,B,0.0
7.74,66.2,16.0,20.9,5.23,25.9,79.0,A,22.7
5.87,85.8,16.7,12.0,8.04,17.1,84.9,O,69.1
6.48,56.8,43.1,16.1,6.87,26.0,7.8,A,26.5
8.32,64.6,16.3,10.0,8.74,15.3,90.4,B+,14.8
9.83,57.2,31.0,12.4,9.04,18.2,93.7,A,7.3
5.25,90.6,13.7,1.0,7.76,22.8,59.3,A+,60.2
9.45,61.1,44.9,34.4,5.01,12.8,18.7,A,6.7
7.88,85.9,6.1,21.9,8.18,2.2,81.8,B,0.0
7.82,97.2,45.6,17.5,8.74,10.5,54.9,B+,0.0
7.5,76.4,33.2,13.4,6.24,18.7,81.7,B+,9.7
5.35,77.0,10.3,18.9,7.32,5.8,81.5,B+,19.0
5.45,73.1,29.8,13.3,9.83,4.5,8.7,O,66.6
8.0,66.3,15.5,12.6,6.49,8.8,60.7,B+,20.6
6.7,73.8,17.8,16.2,6.12,1.0,48.3,A,38.0
9.59,80.1,19.3,9.7,6.05,22.3,94.6,A+,29.4
7.03,99.3,3.5,6.3,7.79,7.8,29.7,A+,56.1
5.72,96.9,54.2,19.5,9.75,3.7,20.6,B+,0.0
8.57,93.1,1.7,29.5,8.04,21.0,89.7,A+,30.7
6.47,94.5,36.4,5.3,6.52,25.3,14.9,A,20.0
7.63,73.4,20.4,1.1,8.19,0.6,68.7,A+,50.2
8.49,82.9,35.5,8.6,8.12,7.0,30.0,O,54.1
9.5,94.8,19.6,34.3,7.98,28.4,56.8,A,8.4
8.96,69.6,37.1,29.0,5.8,11.6,61.6,B+,0.0
8.38,98.1,40.1,20.9,8.17,28.2,41.7,O,39.0
8.4,70.8,38.0,32.5,7.15,8.2,97.5,A+,28.1
9.73,80.1,6.3,15.6,5.09,6.5,13.2,B+,21.1
6.48,85.5,36.1,34.4,7.7,6.4,39.1,B+,0.0
5.01,97.5,15.4,10.4,9.95,2.6,43.0,B+,17.1
6.36,62.2,1.6,8.4,6.75,26.9,63.1,A+,57.8
6.09,87.3,22.8,22.3,9.83,29.4,40.7,B,0.0
8.31,76.0,23.8,13.2,5.48,28.6,9.7,A,22.8
8.17,63.4,25.7,21.9,8.66,25.6,94.7,B+,0.0
7.97,88.8,38.8,10.7,5.57,25.4,41.6,O,48.6
5.08,77.6,17.0,21.6,6.37,19.8,34.3,A+,53.5
8.64,83.0,17.3,9.7,7.85,24.8,44.7,B+,4.2
6.62,66.1,3.3,1.8,7.96,6.3,21.7,A+,66.9
8.33,74.1,37.8,31.9,8.88,11.6,10.0,O,40.6
7.78,80.9,31.2,30.9,8.08,19.2,14.9,B+,0.0
6.71,70.2,19.2,34.0,7.97,26.2,16.7,A,18.7
5.67,59.9,38.8,25.1,9.56,19.8,19.8,B+,0.0
5.47,98.1,29.6,23.9,7.26,25.2,42.0,B+,1.0
9.16,75.6,25.8,19.6,6.13,14.2,62.4,A,21.7
9.59,86.7,28.1,4.4,5.81,21.5,62.9,A,21.2
8.25,70.6,35.0,6.6,7.0,29.4,0.0,B,0.0
5.52,67.8,36.3,10.1,8.56,4.6,92.1,A,26.1
7.01,70.4,15.9,31.2,5.21,27.8,82.3,B+,0.0
8.64,70.5,7.7,6.1,5.65,15.7,96.4,A+,45.0
8.9,77.2,8.6,32.3,5.53,19.3,36.0,B,0.0
5.59,77.2,35.2,18.3,7.93,26.3,66.5,O,47.2
5.0,74.9,48.0,25.0,6.21,12.3,16.8,B+,11.4
8.56,56.7,22.5,3.9,5.83,12.6,81.7,A,34.5
6.78,74.8,9.3,9.4,7.96,15.8,16.1,B+,22.2
6.27,58.5,41.6,33.5,8.81,0.6,32.6,A,23.6
5.06,56.3,45.8,9.3,6.66,14.9,49.1,B+,17.5
7.7,96.6,48.4,10.4,7.89,8.7,59.5,O,48.9
9.26,80.2,33.4,6.9,5.49,27.8,56.0,A,8.7
9.79,83.0,47.3,4.5,9.68,2.6,10.2,B,0.0
7.83,70.1,0.8,8.2,6.68,13.8,42.2,A+,50.7
7.57,95.4,5.9,22.5,9.99,28.4,92.3,O,37.8
5.43,81.9,5.1,15.9,9.89,27.0,87.2,A,23.5
7.74,88.5,39.2,19.4,8.89,21.0,59.1,C,0.0
6.9,68.4,3.8,4.3,5.1,17.7,57.2,O,73.2
8.04,98.0,27.3,28.1,7.72,8.4,11.2,O,43.9
6.94,91.0,26.0,27.4,5.43,11.0,20.0,B+,7.6
6.2,92.7,17.1,0.8,9.48,2.7,25.3,A+,54.7
5.47,58.6,47.9,13.4,8.95,23.6,48.8,A,22.4
6.57,63.5,9.4,2.4,9.86,9.7,73.1,B,14.6
5.48,64.3,19.4,27.7,8.04,20.0,46.1,A+,51.2
5.88,63.5,42.6,25.8,7.61,10.7,12.6,B+,11.1
9.94,92.8,1.7,31.6,7.59,13.9,43.9,A,17.1
7.22,51.6,37.0,8.3,6.93,16.7,16.3,B,0.0
7.66,53.8,44.9,16.0,7.34,24.1,75.1,C,0.0
9.37,63.7,51.3,6.5,8.18,6.3,16.7,A,18.5
9.98,60.0,48.2,13.0,9.66,12.0,48.3,B+,0.0
7.91,61.6,17.6,18.3,7.98,3.9,69.3,B+,16.0
9.06,89.9,32.3,1.9,9.29,2.3,22.8,A,20.7
6.63,78.2,4.3,25.0,9.31,18.1,7.6,A+,33.1
6.53,50.3,14.2,19.0,7.59,5.7,56.3,C,0.0
7.01,71.5,5.2,29.0,6.74,1.8,5.4,A,43.2
8.36,70.4,17.3,9.5,8.2,26.9,58.8,O,54.0
8.41,55.7,48.1,31.6,7.23,16.0,75.3,B,0.0
6.58,83.8,19.1,35.0,5.41,4.0,32.9,B+,15.1
5.67,85.1,30.9,32.2,6.89,1.6,48.8,A+,41.8
8.16,86.0,23.8,27.2,9.97,3.6,92.9,O,42.4
5.64,86.4,25.2,28.4,5.24,14.1,47.1,A+,44.1
7.89,50.0,53.3,20.1,8.48,20.1,99.7,B,0.0
8.47,97.7,16.3,6.7,9.21,19.2,15.7,B,0.0
8.5,90.7,34.5,23.7,8.24,4.3,70.9,A,14.5
8.77,95.2,23.1,24.9,7.85,19.0,65.3,B,0.0
9.36,50.8,3.4,34.5,8.54,12.1,87.2,A,20.6
7.5,96.7,26.9,18.9,7.15,13.9,9.2,B+,10.2
8.65,90.5,44.7,9.5,5.46,24.0,28.0,A,20.1
8.1,91.9,5.4,23.9,9.81,10.0,13.2,A,19.0
5.93,54.7,3.8,34.3,7.16,4.4,93.3,A+,48.6
5.13,86.9,8.4,6.2,8.33,26.2,42.7,O,63.3
6.42,98.0,42.0,11.4,7.66,6.4,91.0,A+,39.6
7.22,83.9,39.8,19.0,5.27,8.8,29.4,A+,43.9
8.09,78.5,31.1,6.0,9.76,21.2,12.6,C,0.0
9.25,97.3,25.8,0.8,8.96,20.5,29.7,C,0.0
5.98,72.1,48.9,11.8,5.75,24.0,59.7,B,0.0
5.63,80.0,42.2,30.3,9.91,5.5,84.5,A+,26.7
9.82,73.8,44.7,1.5,8.68,10.6,38.5,A,16.8
5.54,96.6,44.7,15.0,7.36,3.8,91.5,A,26.6
7.39,53.8,35.3,26.7,8.06,16.2,24.4,A,12.9
7.93,75.1,25.2,33.4,5.53,8.8,69.4,O,51.5
7.71,84.3,47.6,34.5,7.8,20.7,73.6,A,5.2
5.43,89.6,50.9,14.8,5.37,0.0,27.4,O,60.1
5.29,79.2,1.3,33.3,7.72,1.8,2.7,B,13.1
5.53,95.4,2.8,1.2,7.76,13.0,36.5,B+,30.8
7.93,97.1,52.7,26.1,9.37,28.7,4.5,A,0.0
7.72,53.2,15.2,22.5,8.63,26.7,90.1,B+,3.0
6.17,70.1,48.0,8.7,6.25,29.8,95.4,A+,32.4
8.19,51.2,21.4,17.8,9.44,12.5,73.5,A+,32.9
9.1,66.5,6.6,4.5,7.87,1.4,72.7,A,35.9
5.21,76.8,4.4,30.5,8.03,9.2,24.1,B+,21.0
7.49,95.5,8.6,12.5,5.84,20.3,7.4,A+,48.5
8.45,92.3,13.7,21.9,9.29,4.1,80.2,B+,2.7
6.26,56.4,26.9,5.6,9.65,9.0,55.9,A+,49.0
6.54,54.7,38.6,7.2,8.87,1.7,68.2,A+,48.2
8.07,79.5,54.3,34.7,9.7,14.2,78.0,A+,4.8
9.49,76.6,24.3,26.4,6.51,6.3,40.9,B+,3.1
9.05,63.3,28.5,33.7,9.31,2.7,14.5,A,5.1
7.92,95.0,28.7,10.4,7.44,12.3,79.5,B+,5.7
8.65,96.4,29.7,5.8,5.82,10.5,45.4,A+,42.6
6.82,70.1,28.5,17.6,8.34,16.1,82.7,O,53.7
8.2,94.5,0.5,17.3,8.42,22.5,43.8,B+,9.1
7.33,69.2,0.1,6.1,6.43,3.4,21.7,A+,67.0
5.95,86.8,5.4,25.7,5.14,23.7,17.1,A+,50.7
8.51,73.8,5.6,12.7,6.0,0.8,74.4,A,36.3
7.78,56.1,38.8,6.5,7.0,13.3,57.5,B+,7.9
6.79,96.4,11.3,11.6,5.84,17.6,40.5,B+,19.2
9.56,72.7,49.2,19.7,5.97,28.7,49.2,A+,16.7
5.1,86.7,51.1,25.4,6.96,17.2,55.0,B+,1.0
6.58,68.4,53.7,16.9,9.81,4.8,23.9,B+,0.0
5.28,50.9,51.6,18.4,8.82,15.5,37.8,A,23.0
8.83,55.0,15.0,4.9,6.6,11.9,29.2,A+,52.4
8.51,74.8,28.0,32.0,9.76,14.4,38.8,B+,0.0
6.66,84.5,9.7,32.5,8.23,5.9,50.1,B+,12.7
8.38,66.7,44.3,23.9,7.28,15.0,17.3,O,42.7
6.98,84.8,48.9,0.6,7.34,4.5,39.4,B+,12.9
8.78,84.9,46.8,18.8,7.05,22.3,38.5,A,9.4
7.27,85.2,23.8,22.0,6.16,17.8,28.6,B+,19.5
7.06,74.6,41.7,34.8,6.93,2.4,99.8,A+,25.3
9.67,95.7,5.4,34.9,7.64,26.7,7.4,A+,24.7
6.25,74.5,2.2,30.0,7.64,18.5,64.3,A,24.1
5.6,72.5,41.4,2.2,8.81,9.5,17.4,A,32.6
7.92,60.0,23.4,33.4,6.79,1.4,84.0,A,20.3
9.85,65.4,54.8,21.4,8.58,19.0,91.4,B+,0.0
6.89,52.1,5.3,28.0,7.89,11.2,40.1,B+,18.8
5.31,81.7,47.1,14.3,9.81,27.2,82.3,B+,0.0
6.7,62.4,26.4,11.2,6.93,1.0,25.0,A+,47.4
7.53,65.2,45.5,16.2,9.51,1.2,14.0,B+,10.8
5.81,88.5,44.9,5.1,9.1,28.5,31.6,A,21.0
8.29,66.4,50.4,12.5,8.19,28.9,34.2,O,37.8
9.99,62.1,16.4,30.0,8.27,0.8,39.7,A+,30.1
7.26,58.5,52.2,1.3,5.42,21.5,37.3,O,58.1
6.77,88.7,8.3,5.3,9.75,6.6,41.1,A,36.9
7.0,56.5,4.5,4.4,5.53,21.0,71.0,A,47.8
5.58,72.7,23.7,14.1,7.82,26.1,24.6,C,0.0
9.42,75.3,45.6,34.9,6.65,3.0,1.9,B,0.0
7.07,84.4,26.0,6.1,7.15,7.2,49.0,B,0.0
6.94,81.7,45.6,5.1,8.05,0.7,44.8,A,26.3
8.3,90.5,40.1,32.0,9.54,1.3,6.0,B,0.0
7.21,52.2,11.5,30.9,7.29,0.9,13.4,A+,46.4
8.24,64.8,52.2,1.1,9.94,24.0,51.0,B+,0.4
5.31,64.0,3.3,26.3,7.96,8.9,23.5,A,47.4
9.07,57.3,49.4,22.9,5.8,14.8,87.8,A+,30.9
9.7,64.5,16.7,26.9,5.95,23.6,17.3,O,51.2
8.24,65.5,27.5,17.3,8.58,14.8,2.0,B+,4.9
9.77,76.1,23.2,34.7,5.25,12.9,44.8,O,45.8
5.76,83.2,9.5,1.5,7.4,0.3,98.6,B+,26.4
7.39,69.1,19.7,8.2,5.74,17.0,63.4,B,1.8
8.01,86.0,10.6,13.9,7.17,3.7,35.4,A+,46.4
7.91,66.8,11.2,15.7,8.75,22.9,1.7,A,26.6
7.01,64.5,10.3,32.2,7.29,7.7,48.5,B+,12.7
6.69,77.1,26.9,19.6,5.82,20.2,20.6,A+,44.3
5.63,51.2,43.9,1.6,6.26,19.4,64.8,B,8.6
6.96,54.0,31.3,14.3,6.84,18.5,58.3,B,0.0
5.81,70.9,49.1,14.6,5.35,8.0,26.5,A+,47.3
8.67,97.1,35.0,33.8,7.92,8.0,6.9,O,36.7
6.04,86.1,37.9,21.0,8.04,25.9,75.5,C,0.0
5.29,54.4,36.7,22.2,5.31,0.4,58.5,C,0.0
7.76,92.3,24.7,25.0,7.01,5.4,84.2,A,23.9
7.98,86.6,37.9,27.0,7.07,18.3,26.0,O,44.3
9.36,80.5,3.8,22.2,6.67,24.5,65.3,B+,6.9
7.88,91.0,47.3,8.3,7.79,10.8,11.9,A+,28.1
6.73,70.2,42.8,30.6,6.73,19.6,29.2,B,0.0
9.02,61.1,13.5,25.6,7.08,16.7,65.7,B+,2.6
7.7,75.6,42.2,26.0,8.99,1.9,82.6,B+,0.0
5.4,77.4,0.7,34.9,5.81,18.7,32.1,A+,45.5
7.83,76.9,11.9,28.1,8.1,24.4,79.9,B+,2.1
9.54,78.3,3.6,29.0,7.53,29.8,67.8,A+,28.4
6.98,97.4,42.9,33.3,6.53,0.9,34.9,O,38.5
6.48,95.1,41.6,5.3,8.64,19.8,87.6,A,13.0
5.72,93.8,44.7,17.4,7.76,12.4,50.9,A,24.1
5.76,90.1,0.2,20.3,7.39,0.3,64.8,B+,29.5
7.16,97.2,27.6,11.5,8.34,18.4,49.6,B,0.0
7.98,54.9,38.8,29.4,9.01,3.7,45.3,A,10.7
5.4,63.3,8.5,26.7,9.86,11.4,84.8,A,19.1
9.7,74.8,35.7,25.2,8.15,7.8,29.5,A,16.3
8.78,92.3,4.6,34.9,9.37,10.8,3.7,A,15.9
7.93,75.3,10.0,9.1,5.01,14.8,88.0,B+,29.6
9.14,87.4,26.2,25.7,7.65,10.8,82.5,A,10.7
5.4,56.9,35.9,19.3,6.07,16.6,36.7,B,3.5
7.38,62.6,8.0,11.0,5.47,7.2,18.5,B+,34.7
8.15,86.6,10.2,5.6,7.66,19.1,67.6,A+,50.5
9.14,58.2,11.2,31.4,8.73,25.6,7.9,A+,31.1
8.92,67.6,13.1,20.8,7.06,6.7,42.4,A,28.0
6.39,63.2,12.5,28.9,8.35,15.2,8.6,A,29.0
9.7,67.5,21.7,19.1,7.45,19.5,59.8,A,11.6
5.62,85.4,36.0,7.7,7.19,16.9,2.7,A+,45.4
9.38,68.4,24.1,11.8,6.45,11.0,62.9,C,0.0
9.85,77.8,42.7,13.4,6.91,19.3,67.3,A+,29.8
5.89,55.0,39.6,34.1,6.75,0.8,48.7,B+,9.4
8.61,90.3,7.0,0.2,8.23,11.1,17.5,O,69.3
5.2,68.5,2.7,34.5,5.58,16.0,10.1,A,39.5
7.03,82.4,48.3,34.3,5.46,0.6,31.3,A,23.6
7.58,86.3,4.4,34.9,8.3,15.2,46.5,A,22.4
7.9,60.5,8.2,16.7,7.73,19.6,64.2,A,31.2
9.68,94.2,1.2,33.7,7.15,22.8,0.1,B+,4.1
8.36,80.8,34.6,13.8,5.76,3.4,71.1,B+,14.4
7.41,71.4,32.0,0.9,7.06,29.7,71.3,B+,13.8
9.05,59.1,54.3,7.9,8.95,18.2,44.5,B,0.0
9.75,97.1,48.8,33.1,9.45,10.9,34.3,B,0.0
5.11,87.8,22.6,0.5,8.51,7.5,84.2,B+,25.6
9.91,60.4,20.4,19.1,5.3,17.2,78.5,O,50.2
5.43,66.9,16.3,2.6,8.35,26.5,98.3,C,0.0
9.07,90.5,8.4,10.0,6.2,15.6,37.2,B,0.0
6.4,84.8,7.6,3.1,6.58,19.8,90.7,B+,27.2
5.66,88.3,7.3,30.1,5.98,10.7,8.7,A,32.6
7.2,72.1,6.3,20.7,8.88,11.6,41.1,A+,49.2
8.22,85.8,13.2,31.6,8.24,8.6,46.5,B+,11.3
6.9,69.3,16.9,24.1,8.06,21.2,44.1,B,0.0
5.27,60.6,52.9,34.0,8.34,10.8,62.5,B+,0.0
8.0,81.6,31.8,17.8,6.18,5.7,17.0,B+,7.8
9.51,98.8,54.3,22.4,7.22,11.1,86.6,A+,7.7
6.92,65.5,20.5,20.2,8.17,25.6,55.2,A,21.3
6.08,73.0,25.2,16.9,8.18,22.1,90.4,B+,10.4
7.21,83.7,17.9,29.6,8.96,10.0,0.3,O,54.3
5.24,77.1,10.1,22.6,6.44,27.2,63.0,B+,17.8
9.1,92.2,7.9,28.0,8.85,2.2,41.2,B+,0.0
9.13,88.1,52.0,27.5,7.2,1.5,50.5,A,7.1
7.94,52.9,54.3,6.7,8.35,3.8,74.4,O,44.6
6.77,99.9,2.5,22.8,7.28,3.5,22.7,B,0.0
9.0,87.6,8.3,7.0,9.74,2.6,20.5,A+,40.6
7.77,93.2,23.3,20.4,5.9,19.8,70.3,A,24.8
9.13,82.6,10.2,23.7,8.38,18.0,52.1,B+,3.6
8.16,92.8,20.0,34.9,7.88,19.4,23.4,B,0.0
8.92,55.6,7.1,1.1,5.86,20.7,48.4,B,5.8
7.99,67.4,25.1,3.2,5.33,22.7,46.0,A,31.5
7.07,93.8,14.9,2.7,9.0,6.2,69.1,A,27.4
9.79,60.1,19.4,13.9,5.79,18.7,0.3,B,3.0
7.71,53.9,5.2,28.8,5.93,17.4,58.7,B+,25.1
8.03,89.4,23.5,29.5,9.89,28.3,60.6,B+,0.0
6.1,91.8,54.1,25.8,8.59,7.0,74.6,A,12.8
8.13,58.1,18.1,31.4,6.25,1.8,88.9,A,26.0
7.86,92.7,48.2,11.3,7.95,19.6,44.0,A,4.8
5.92,84.3,46.4,3.1,7.67,22.2,34.3,A,20.9
5.3,76.0,52.4,2.0,9.22,8.5,10.2,A,26.8
8.02,91.5,43.5,29.8,8.65,17.1,33.7,C,0.0
8.82,71.0,36.3,25.6,9.16,1.8,6.8,A,12.3
7.62,59.7,47.1,24.5,6.06,28.8,80.3,A+,25.3
6.13,64.2,4.2,11.9,8.2,3.3,80.7,A,39.5
8.33,75.3,25.5,13.3,5.2,2.0,41.7,B+,28.0
5.4,76.6,54.4,33.5,5.34,1.3,26.0,B,0.0
7.21,90.3,42.3,2.2,8.57,12.8,11.8,B+,12.1
5.82,89.6,52.9,27.1,5.12,2.9,85.1,B,0.0
5.92,79.1,42.9,10.8,7.9,22.3,87.7,B,0.0
6.01,89.0,48.1,1.4,9.2,27.0,26.6,B,0.0
6.93,59.6,38.9,26.0,6.9,7.8,62.2,A+,37.9
5.26,52.5,41.8,11.6,5.22,18.9,25.9,A,32.3
6.99,93.7,28.8,25.3,8.57,1.3,22.5,A,20.5
7.56,53.8,50.8,24.8,9.65,11.6,2.1,A,12.1
7.42,62.3,45.4,18.7,8.59,8.8,57.7,B+,2.2
6.91,84.8,46.4,27.2,7.89,6.9,15.0,A,11.1
9.2,70.5,37.0,20.3,6.15,19.3,1.2,B+,6.8
5.73,93.8,16.8,10.0,5.08,3.9,10.5,A,36.9
7.53,64.9,2.0,25.7,8.47,25.8,31.4,A,23.7
5.31,50.6,51.5,20.6,6.16,19.9,66.9,A,20.0
5.36,65.0,32.2,0.4,9.29,21.3,20.3,B,3.8
7.87,78.9,16.4,31.6,7.33,28.1,88.8,B+,0.9
7.83,68.8,8.2,19.1,7.65,28.3,28.8,C,0.0
9.39,76.7,45.6,30.4,8.77,16.5,33.1,B,0.0
7.79,93.8,46.0,30.9,8.9,14.9,21.8,A,3.8
9.8,95.6,44.8,15.6,8.21,10.1,25.4,A+,23.9
5.24,63.3,35.5,17.8,9.69,21.5,7.4,B+,2.6
5.49,73.1,20.1,14.6,9.91,16.1,29.5,B+,14.1
5.22,77.5,16.7,15.7,9.73,28.0,86.0,A,27.1
5.93,97.5,0.5,31.3,9.12,7.2,68.8,A+,43.0
7.71,99.9,45.8,27.6,8.53,9.3,87.5,B+,0.0
8.23,61.8,4.8,4.4,8.32,9.5,10.5,A+,55.0
5.23,86.3,34.7,21.4,5.52,24.2,45.6,B,0.0
9.73,68.9,27.7,34.9,6.36,3.0,22.9,B+,0.0
9.21,50.4,29.0,20.8,5.03,13.7,72.1,A+,43.7
6.48,50.5,51.0,27.5,5.69,12.8,97.0,A+,37.4
5.39,73.0,1.7,26.9,7.2,2.2,81.5,B+,29.7
5.85,74.4,42.5,12.3,5.73,12.3,3.5,B+,15.0
5.63,51.1,2.9,13.0,9.51,15.4,31.7,B+,25.3
5.62,84.3,2.1,25.3,9.03,2.0,2.9,B+,28.1
7.59,64.7,23.6,17.5,5.36,15.3,4.0,B+,13.4
6.23,78.0,3.5,20.0,6.24,28.8,8.0,A,39.6
6.79,65.0,43.4,25.0,9.1,29.4,27.6,B,0.0
9.95,58.4,29.1,27.2,9.02,16.0,30.4,A,4.8
8.42,70.4,1.6,9.5,9.73,15.5,40.0,O,59.5
9.74,61.6,2.2,5.1,9.99,8.6,40.5,A,25.8
5.71,76.7,33.7,10.2,9.88,29.9,77.1,A+,24.3
6.91,59.9,44.3,17.8,7.05,8.2,14.1,A,26.4
7.77,75.4,24.1,12.0,6.25,13.6,15.8,B+,18.6
5.38,57.9,30.5,19.9,8.79,0.1,62.7,O,67.5
5.02,83.5,44.0,1.9,6.5,10.5,57.2,B,8.0
8.35,87.7,33.6,17.8,9.03,2.1,15.4,B+,11.4
8.21,55.5,12.4,12.9,7.67,22.3,85.2,A+,47.1
7.05,73.4,33.7,18.7,8.97,16.8,32.9,A,21.1
7.45,53.5,34.6,14.8,6.38,17.2,36.7,A,29.4
7.08,79.9,40.4,9.9,7.54,8.6,42.0,A+,45.1
5.12,63.2,34.1,31.6,7.82,24.4,32.3,O,40.8
6.68,76.4,53.3,6.5,9.72,0.1,55.7,O,49.1
5.89,75.9,10.9,23.8,6.33,10.0,38.9,A,30.0
5.49,96.2,52.3,32.4,9.68,19.8,25.9,A+,21.0
9.78,77.5,29.6,18.9,9.02,27.2,90.4,O,29.4
8.0,79.1,37.0,30.7,8.65,7.0,30.8,B,0.0
8.64,70.1,5.5,4.4,8.93,16.2,69.8,A+,43.0
6.58,97.5,20.9,17.3,8.03,16.1,34.7,A,25.0
6.97,88.9,42.3,16.0,6.22,26.2,43.5,A+,30.0
6.18,64.3,38.9,0.3,5.95,1.5,23.6,O,71.9
5.48,92.2,2.2,15.5,9.33,12.7,75.2,B+,13.7
5.9,71.6,30.1,12.9,8.63,5.5,73.7,A+,40.1
8.99,91.4,4.9,23.4,6.07,0.6,2.2,O,54.4
8.39,91.1,54.8,32.8,8.08,4.4,6.0,B+,0.0
7.73,59.4,49.4,3.0,7.24,29.3,92.2,O,44.1
7.38,85.1,1.2,11.5,5.79,6.4,88.9,A,49.0
9.61,64.5,47.2,15.5,7.66,28.1,50.6,A+,14.6
5.36,64.9,50.6,15.9,6.41,6.2,49.3,A,35.8
6.4,64.8,19.4,27.1,5.48,27.9,81.2,O,61.4
6.75,86.3,39.6,15.5,7.33,19.6,13.8,C,0.0
8.91,61.5,24.3,1.0,7.95,3.4,65.4,A,33.3
9.96,50.0,36.0,24.9,5.23,17.5,47.6,B+,0.0
6.2,85.8,18.7,31.0,7.01,9.6,74.3,B+,15.0
9.37,58.6,17.7,18.0,6.29,11.5,3.0,B+,11.2
9.15,55.2,23.3,20.3,5.15,13.2,59.3,B+,12.6
6.12,61.9,8.0,5.7,5.63,12.7,55.7,B+,33.6
7.0,69.0,45.7,7.7,5.7,19.9,84.1,A,20.5
7.05,73.8,19.2,8.2,5.91,23.1,67.7,A,33.7
9.89,52.2,22.0,15.1,9.02,9.9,88.0,B,0.0
5.9,98.5,49.2,32.5,7.2,27.7,88.7,B,0.0
9.0,85.8,27.3,18.3,5.74,28.2,40.8,A+,32.3
6.67,66.2,29.9,6.7,5.5,1.2,13.7,A,35.0
8.65,65.9,52.6,9.3,6.49,0.4,63.0,B+,2.9
7.1,72.4,48.8,13.4,8.99,12.8,87.4,O,41.8
7.89,81.3,9.3,21.8,6.82,17.7,7.5,B,0.0
9.16,57.3,26.0,15.4,5.8,8.3,55.8,A,31.6
9.02,59.4,53.4,13.7,7.02,7.8,11.5,B+,2.9
9.33,93.0,20.5,19.8,7.78,20.4,2.7,A+,32.4
5.3,62.8,20.4,8.5,5.15,18.1,68.0,A+,58.0
8.46,69.0,10.7,2.8,8.14,5.0,68.2,A+,52.7
5.7,93.6,6.3,0.9,6.98,26.5,60.1,A+,55.9
7.08,83.2,40.7,8.8,5.05,20.4,85.9,A,22.5
7.74,67.1,42.4,3.2,8.37,10.9,8.1,B,0.0
7.01,84.2,53.3,11.8,8.56,20.5,10.5,A,15.4
7.6,51.0,42.5,27.1,8.14,3.4,86.5,A+,38.9
9.98,86.8,13.4,25.1,6.71,14.0,50.3,O,51.6
5.68,74.4,2.2,21.4,7.65,5.1,27.3,B+,22.9
8.38,90.7,54.2,29.8,6.94,1.2,73.8,A,2.0
6.98,97.7,18.7,9.9,8.5,10.1,89.4,C,0.0
5.67,96.3,17.2,31.0,7.92,4.5,69.0,B+,11.2
5.79,95.5,49.8,14.0,5.41,19.0,79.2,B,0.0
9.75,75.6,32.2,14.0,8.22,20.2,28.2,O,47.1
9.4,68.0,11.8,14.2,8.44,4.5,28.9,B+,18.4
9.54,73.3,48.9,3.4,6.85,0.7,86.4,A+,35.1
9.96,84.5,54.6,34.1,9.38,23.8,61.5,B+,0.0
6.04,94.2,4.8,4.8,9.22,0.1,23.4,A,45.7
6.78,60.3,47.4,11.9,5.88,10.3,52.4,B+,17.6
8.35,95.9,21.5,11.2,9.52,14.8,68.6,A+,33.8
7.42,90.8,28.8,2.6,7.2,24.6,21.9,A,24.4
7.09,98.9,50.3,5.3,8.62,25.2,65.5,O,37.7
6.79,94.0,53.5,1.6,9.07,21.7,4.2,O,41.4
7.97,64.0,14.4,10.2,7.53,7.4,30.4,B+,21.6
7.88,55.3,11.7,30.3,7.0,21.6,67.4,C,0.0
5.81,55.6,4.4,11.9,9.58,7.4,14.9,B+,31.4
7.36,64.6,30.9,4.3,6.15,6.4,22.2,A,43.1
7.77,80.7,0.7,22.6,6.28,16.4,87.9,O,65.9
7.85,90.2,22.7,34.9,6.81,20.4,67.4,O,35.9
6.05,95.0,4.0,8.1,9.3,1.6,49.9,A+,56.6
8.71,81.2,22.3,9.8,9.69,1.8,21.1,C,0.0
5.13,50.3,2.2,34.0,6.1,23.5,34.1,A,37.5
6.77,59.3,45.9,6.3,9.32,25.8,57.4,B,0.0
8.9,55.0,11.5,17.9,6.29,18.1,15.5,B+,21.6
7.82,68.2,18.1,8.4,9.85,12.9,48.2,B+,8.9
6.31,75.1,47.9,32.6,7.99,25.4,40.9,B,0.0
8.47,52.2,41.0,34.4,5.04,21.9,47.7,A+,27.8
7.84,67.4,12.0,28.5,5.17,17.4,10.6,A,29.5
8.98,59.0,4.0,11.0,5.74,9.6,10.6,B,18.8
8.68,82.4,39.4,14.1,5.94,5.9,96.4,B+,6.9
8.05,73.2,21.5,8.5,8.84,12.6,97.9,A+,37.3
7.44,74.8,42.1,31.2,6.11,8.6,42.6,A+,31.2
5.67,71.4,24.5,32.0,9.85,10.2,78.9,B+,2.7
6.31,97.8,19.0,14.7,8.18,15.5,65.6,O,64.8
